"unit","group_name_partner","date_and_time","borough","locationtype","location","event_name","event_type","category","classification","attendance","audience"
,"Assembly Member Burgos","2022-08-31T09:22:00.000","Bronx",,"Bill Rainey Park","Movies Under the Stars: Sing 2",,"Mobile Unit","M.U.T.S","100",
,"Ingrid Tafe","2022-08-31T10:00:00.000","Bronx",,"Williamsbridge Oval Park","Family Fitness",,"Fitness","Various Sports","9",
,,"2022-08-31T16:00:00.000","Bronx",,"Williamsbridge Oval Recreation Center","Transformation art",,"Arts/Culture","Lecture/Panel/Talk","10",
,,"2022-08-31T18:00:00.000","Manhattan",,"Tompkins Square Park","Play Mobile: Tompkins Square Park",,"Mobile Unit","Play","33",
,,"2022-08-31T20:00:00.000","Brooklyn",,"Carroll Park","Movies Under the Stars: Matilda",,"Mobile Unit","M.U.T.S","85",
,,"2022-08-31T20:30:00.000","Manhattan",,"Carl Schurz Park","Movies Under The Stars: Encanto",,"Mobile Unit","M.U.T.S","400",
,"Bronx Recreation","2022-09-01T11:30:00.000","Bronx",,"Bronx Borough Office - Ranaqua","Zumba with GiGi",,"Fitness","Dance","8",
,"CM Salamanca","2022-09-01T11:37:00.000","Bronx",,"Soundview Park","Movies Under the Stars: Sonic 2",,"Mobile Unit","M.U.T.S","120",
,,"2022-09-01T12:55:00.000","Manhattan",,"Frederick Douglass Playground","Movies Under the Stars: PAW Patrol: The Movie",,"Mobile Unit","M.U.T.S","45",
,"Bronx Recreation","2022-09-01T14:00:00.000","Bronx",,"Bronx Park","Playmobile Bronx Park Ease pop-up",,"Mobile Unit","Play","55",
,"Ingrid Tafe","2022-09-01T15:00:00.000","Bronx",,"Williamsbridge Oval Park","Track and Field",,"--None--","--None--","8",
,,"2022-09-01T19:30:00.000","Queens",,"Rainey Park","Movies Under The Stars: Batman Forever",,"Mobile Unit","M.U.T.S","105",
,,"2022-09-01T20:00:00.000","Brooklyn",,"McCarren Park","Movies Under the Stars: Bob's Burgers: The Movie",,"Mobile Unit","M.U.T.S","121",
,,"2022-09-01T20:30:00.000","Bronx",,"Bloomingdale Park","Movies Under the Stars: Paw Patrol",,"Mobile Unit","M.U.T.S","40",
,"Ana Torres","2022-09-02T11:00:00.000","Bronx",,"Williamsbridge Oval Park","Volleyball",,"Sport","Volleyball","4",
,"Bronx River Alliance","2022-09-02T11:39:00.000","Bronx",,"Starlight Park","Movies Under the Stars: Luca",,"Mobile Unit","M.U.T.S","100",
,"The New York City Department of Cultural Affairs","2022-09-02T16:00:00.000","Bronx",,"Williamsbridge Oval Park","Ray Martinez Legacy Concert",,"Arts/Culture","Music","65",
,"Ana Torres","2022-09-02T16:00:00.000","Bronx",,"Williamsbridge Oval Park","Getting Artsy",,"Arts/Culture","--None--","2",
,,"2022-09-02T18:00:00.000","Manhattan",,"Bennett Park","Play Mobile: Bennett Park",,"Mobile Unit","Play","25",
,,"2022-09-02T19:30:00.000","Queens",,"Almeda Playground","Movies Under The Stars: Encanto",,"Mobile Unit","M.U.T.S","70",
,,"2022-09-02T20:30:00.000","Manhattan",,"Gertrude Ederle Recreation Center","Movies Under The Stars: Zootopia",,"Mobile Unit","M.U.T.S","87",
,,"2022-09-02T20:30:00.000","Manhattan",,"De Witt Clinton Park","Movies Under the Stars: Ron's Gone Wrong",,"Mobile Unit","M.U.T.S","75",
,,"2022-09-03T18:00:00.000","Manhattan",,"Marcus Garvey Park","Play Mobile: Marcus Garvey Park",,"Mobile Unit","Play","49",
,,"2022-09-03T19:30:00.000","Queens",,"Police Office Edward Byrne Park","Movies Under The Stars: Raya and the Last Dragon",,"Mobile Unit","M.U.T.S","65",
,,"2022-09-03T20:30:00.000","Staten Island",,"Franklin D. Roosevelt Boardwalk and Beach","Movies Under the Stars: Grease",,"Mobile Unit","M.U.T.S","96",
,,"2022-09-03T20:30:00.000","Manhattan",,"J. Hood Wright Park","Movies Under the Stars: In the Heights",,"Mobile Unit","M.U.T.S","325",
,,"2022-09-04T19:30:00.000","Queens",,"Judge Moses Weinstein Playground","Movies Under The Stars: Luca",,"Mobile Unit","M.U.T.S","160",
,,"2022-09-05T19:30:00.000","Queens",,"Corona Golf Playground","Movies Under The Stars: Cruella",,"Mobile Unit","M.U.T.S","0",
,,"2022-09-06T11:41:00.000","Bronx",,"Kwame Ture Recreation Center","Movies Under the Stars: Spider-Man: No Way Home",,"Mobile Unit","M.U.T.S","0",
,,"2022-09-06T19:30:00.000","Queens",,"Archie Spigner Park","Movies Under The Stars: Soul",,"Mobile Unit","M.U.T.S","0",
,"Ingrid Tafe","2022-09-07T10:30:00.000","Bronx",,"Williamsbridge Oval Park","Family Fitness",,"--None--","--None--","5",
,,"2022-09-07T18:00:00.000","Manhattan",,"Sara D. Roosevelt Park","Play Mobile: Sara D Rooseveldt Park",,"Mobile Unit","Play","20",
,,"2022-09-07T20:00:00.000","Manhattan",,"Luther Gulick Park","Movies Under The Stars: The Goonies",,"Mobile Unit","M.U.T.S","79",
,,"2022-09-07T20:30:00.000","Manhattan",,"Luther Gulick Park","Movies Under the Stars: The Goonies",,"Mobile Unit","Fitness","79",
,,"2022-09-08T11:42:00.000","Bronx",,"Wendell Foster  Park","Movies Under the Stars: DOG",,"Mobile Unit","M.U.T.S","75",
,,"2022-09-08T18:00:00.000","Manhattan",,"Gutenberg Playground","Play Mobile: Gutenburg Playground",,"Mobile Unit","Play","60",
,,"2022-09-08T20:00:00.000","Brooklyn",,"Brownsville Recreation Center","Movies Under the Stars: Love and Basketball",,"Mobile Unit","M.U.T.S","174",
,,"2022-09-08T20:30:00.000","Manhattan",,"Booker T. Washington Playground","Movies Under the Stars: Free Guy",,"Mobile Unit","M.U.T.S","35",
,"CM Farias","2022-09-09T11:43:00.000","Bronx",,"Soundview Park","Movies Under the Stars: Spider-Man: No Way Home",,"Mobile Unit","M.U.T.S","75",
,,"2022-09-09T16:00:00.000","Bronx",,"Williamsbridge Oval Park","Track and Field",,"--None--","--None--","6",
,"Ingrid Tafe","2022-09-09T17:44:00.000","Bronx",,"Williamsbridge Oval Park","Active Reader",,"--None--","--None--","5",
,,"2022-09-09T18:00:00.000","Manhattan",,"St. Vartans Park","Play Mobile: St Vartans Park",,"Mobile Unit","Play","129",
,,"2022-09-09T19:30:00.000","Queens",,"The Painter's Playground","Movies Under The Stars: Soul",,"Mobile Unit","M.U.T.S","85",
,,"2022-09-09T20:00:00.000","Brooklyn",,"Herbert Von King Park","Movies Under the Stars: Soul Food",,"Mobile Unit","M.U.T.S","21",
,"CM Borelli","2022-09-09T20:00:00.000","Staten Island",,"Seaside Wildlife Nature Park","Movies Under the Stars: Sonic 2",,"Mobile Unit","M.U.T.S","175",
,,"2022-09-09T20:30:00.000","Manhattan",,"Gertrude Ederle Recreation Center","Movies Under the Stars: Moana",,"Mobile Unit","M.U.T.S","200",
,,"2022-09-09T20:30:00.000","Manhattan",,"Henry M. Jackson Playground","Movies Under the Stars: Shang-Chi and the Legend of the Ten Rings",,"Mobile Unit","M.U.T.S","125",
,,"2022-09-10T11:44:00.000","Bronx",,"Ferry Point Park","Movies Under the Stars: Fatherhood",,"Mobile Unit","M.U.T.S","10",
,,"2022-09-10T13:02:00.000","Bronx",,"Williamsbridge Oval Recreation Center","WBO Back to School",,"Academics/Out of School Time","Play","350",
,,"2022-09-10T20:00:00.000","Staten Island",,"Faber Park Recreation Center","Movies Under the Stars: The Secrets of Dumbledore",,"Mobile Unit","M.U.T.S","65",
,,"2022-09-10T20:30:00.000","Brooklyn",,"Commodore Barry Park","Movies Under the Stars: Ghostbusters: Afterlife",,"Mobile Unit","M.U.T.S","29",
,,"2022-09-13T11:41:00.000","Bronx",,"Williamsbridge Oval Park","Active Reader",,"--None--","--None--",,
,,"2022-09-14T10:30:00.000","Bronx",,"Williamsbridge Oval Park","Family Fitness",,"--None--","--None--",,
,"Ana Torres","2022-09-14T16:00:00.000","Bronx",,"Williamsbridge Oval Recreation Center","Transformation Art",,"Arts/Culture","Lecture/Panel/Talk","3",
,,"2022-09-14T18:00:00.000","Manhattan",,"Tompkins Square Park","Play Mobile: Tompkins Square Park",,"Mobile Unit","Play","43",
,,"2022-09-14T20:00:00.000","Manhattan",,"Corlears Hook Park","Movies Under the Stars: Ghostbusters: Afterlife",,"Mobile Unit","M.U.T.S","115",
,"Brigitte Lozada","2022-09-15T11:00:00.000","Bronx",,"Williamsbridge Oval Recreation Center","Big Games",,"Arts/Culture","Lecture/Panel/Talk","9",
,"Brigitte Lozada","2022-09-15T11:00:00.000","Bronx",,"Williamsbridge Oval Recreation Center","Big Games",,"Arts/Culture","Lecture/Panel/Talk","9",
,"Friends of Seton Falls","2022-09-15T13:00:00.000","Bronx",,"Seton Falls Park","Playmobile/ After School Pop-Up",,"Mobile Unit","Play","100",
,,"2022-09-15T18:00:00.000","Manhattan",,"Jackie Robinson Park","Play Mobile: Jackie Robinson Park",,"Mobile Unit","Play","60",
,,"2022-09-15T20:00:00.000","Manhattan",,"Augustus St. Gaudens Playground","Movies Under the Stars: Death on the Nile",,"Mobile Unit","M.U.T.S","80",
,"Andy King","2022-09-16T10:00:00.000","Bronx",,"Agnes Haywood Playground","Playmobile/ Back to School Event",,"Mobile Unit","Play","350",
,"DOH","2022-09-16T10:00:00.000","Bronx",,"Walter Gladwin Park","Playmobile/ Fall Health Festival",,"Mobile Unit","Play","400",
,,"2022-09-16T16:00:00.000","Bronx",,"Williamsbridge Oval Park","Track and Field",,"--None--","--None--","0",
,,"2022-09-16T18:00:00.000","Manhattan",,"Arsenal Central Park","Play Mobile: Gertrude Ederle Park",,"Mobile Unit","Play","100",
,,"2022-09-16T19:00:00.000","Manhattan",,"Fred Samuel Playground","Movies Under the Stars: The Bad Guys",,"Mobile Unit","M.U.T.S","125",
,"Friends of Cunningham Park/Mark Hagan","2022-09-16T19:00:00.000","Queens",,"Cunningham Park","Movies Under The Stars: Stand and Deliver",,"Mobile Unit","M.U.T.S","60",
,,"2022-09-16T19:30:00.000","Brooklyn",,"McCarren Park","Movies Under the Stars: In the Heights",,"Mobile Unit","M.U.T.S","248",
,,"2022-09-16T20:00:00.000","Manhattan",,"Gertrude Ederle Recreation Center","Movies Under the Stars: Sonic The Hedgehog 2",,"Mobile Unit","M.U.T.S","165",
,"CM Borelli","2022-09-16T20:00:00.000","Staten Island",,"Bloomingdale Park","Movies Under the Stars: Encanto",,"Mobile Unit","M.U.T.S","216",
,"council member Feliz: Hope For All: Literacy Inc,:","2022-09-17T12:00:00.000","Bronx",,"Poe Park Visitor Center","Back To School -Family Fun: Feature Batman",,"Family Festival","Music","687",
,"Bronx Heroes Comics; D.C. and Marvel Comics","2022-09-17T13:00:00.000","Bronx",,"Poe Park Visitor Center","Batman: Bill Finger and Beyond Showcase Reception",,"Arts/Culture","Lecture/Panel/Talk","175",
,,"2022-09-17T14:00:00.000","Bronx",,"Wendell Foster  Park","Playmobile: Mullaly Renaming",,"Mobile Unit","Play","4",
,"Victor The Play write","2022-09-17T16:00:00.000","Bronx",,"Poe Park Visitor Center","T.R.U.T.H.",,"Performance","Music","15",
,,"2022-09-17T16:11:00.000","Staten Island",,"Silver Lake Park","Movies Under the Stars: Boss Baby 2",,"Mobile Unit","M.U.T.S","78",
,"Mariners Temple","2022-09-17T18:00:00.000","Manhattan",,"Arsenal Central Park","Play Mobile: Mariners Temple Street Fair",,"Mobile Unit","Play","100",
,,"2022-09-17T19:00:00.000","Queens",,"Paul Raimonda Playground","Movies Under The Stars: Lightyear",,"Mobile Unit","M.U.T.S","150",
,,"2022-09-17T19:30:00.000","Bronx",,"Sunset Park","Movies Under the Stars: West Side Story",,"Mobile Unit","M.U.T.S","411",
,,"2022-09-17T20:00:00.000","Manhattan",,"Morningside Park","Movies Under the Stars: West Side Story",,"Mobile Unit","M.U.T.S","150",
,,"2022-09-18T16:47:00.000","Bronx",,"Bushwick Inlet Park","Movies Under the Stars: Cyrano",,"Mobile Unit","M.U.T.S","171",
,,"2022-09-20T15:00:00.000","Staten Island",,"Greenbelt Recreation Center","Sports: Flag Football",,"Sport","Flag Football","12",
,"Bronx Recreation","2022-09-21T10:00:00.000","Bronx",,"Williamsbridge Oval Park","Zumba with GiGi",,"Fitness","Dance","23",
,"Ingrid Tafe","2022-09-21T10:30:00.000","Bronx",,"Williamsbridge Oval Park","Active Reader",,"Academics/Out of School Time","Lecture/Panel/Talk","21",
,,"2022-09-21T15:00:00.000","Staten Island",,"Greenbelt Recreation Center","Sports: Flag Football",,"Sport","Flag Football","10",
,"Ingrid Tafe","2022-09-21T15:47:00.000","Bronx",,"Williamsbridge Oval Park","Family Fitness",,"Fitness","Various Sports","16",
,,"2022-09-21T20:00:00.000","Manhattan",,"Matthew P. Sapolin Playground","Movies Under The Stars: The 355",,"Mobile Unit","M.U.T.S","55",
,"Bronx Recreation","2022-09-22T11:30:00.000","Bronx",,"Bronx Borough Office - Ranaqua","Ranaqua/ Zumba with GiGi",,"Fitness","Dance","7",
,,"2022-09-22T15:00:00.000","Staten Island",,"Greenbelt Recreation Center","Sports: Flag Football",,"Sport","Flag Football","5",
,,"2022-09-22T20:00:00.000","Manhattan",,"Blake Hobbs Playground","Movies Under The Stars: Jungle Cruise",,"Mobile Unit","M.U.T.S","15",
,,"2022-09-23T11:00:00.000","Bronx",,"Arsenal Central Park","Recycled Bottle Painting",,"Arts/Culture","Awards","1",
,"PfP - Guiliani Lopez","2022-09-23T19:00:00.000","Queens",,"Evergreen Park","Movies Under The Stars: The Bad Guys",,"Mobile Unit","M.U.T.S","150",
,,"2022-09-23T19:00:00.000","Manhattan",,"Amelia Gorman Park","Movies Under the Stars: Encanto",,"Mobile Unit","M.U.T.S","35",
,,"2022-09-23T20:00:00.000","Manhattan",,"Gertrude Ederle Recreation Center","Movies Under the Stars: Encanto",,"Mobile Unit","M.U.T.S","75",
,"CM Borelli","2022-09-23T20:00:00.000","Staten Island",,"Lemon Creek Park","Movies Under the Stars: Sing 2",,"Mobile Unit","M.U.T.S","0",
,"Green Thumb","2022-09-24T10:00:00.000","Bronx",,"Saw Mill Playground","Playmobile Green Thumb Harvest Festival",,"Mobile Unit","Play","1500",
,"TRUTH","2022-09-24T16:00:00.000","Bronx",,"Poe Park Visitor Center","T.R.U.T.H.",,"Performance","Music","10",
,,"2022-09-24T16:00:00.000","Brooklyn",,"St. John's Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","67",
,"Hope Center Harlem","2022-09-24T18:00:00.000","Manhattan",,"Arsenal Central Park","Play Mobile: Hope and wellness Fair",,"Mobile Unit","Play","430",
,,"2022-09-24T18:00:00.000","Bronx",,"Half-Nelson Playground","movies under the stars",,"Mobile Unit","M.U.T.S","30",
,,"2022-09-24T19:00:00.000","Queens",,"Lawrence Virgililo Playground","Movies Under The Stars: Encanto",,"Mobile Unit","M.U.T.S","130",
,,"2022-09-24T20:00:00.000","Staten Island",,"Greenbelt Recreation Center","Movies Under the Stars: Fast and Furious F9",,"Mobile Unit","M.U.T.S","56",
,,"2022-09-24T20:00:00.000","Manhattan",,"Courtney Callender Playground","Movies Under the Stars: Sonic The Hedgehog 2",,"Mobile Unit","M.U.T.S","90",
,,"2022-09-25T19:00:00.000","Queens",,"Bayswater Park","Movies Under The Stars: Sing 2",,"Mobile Unit","M.U.T.S","13",
,"Ingrid Tafe","2022-09-26T09:43:00.000","Bronx",,"Williamsbridge Oval Park","Track and Field",,"--None--","--None--","10",
,,"2022-09-26T19:00:00.000","Queens",,"Crocheron Park","Movies Under The Stars: Grease",,"Mobile Unit","M.U.T.S","70",
,,"2022-09-26T19:00:00.000","Brooklyn",,"Maria Hernandez Park","Movies Under the Stars: Vivo",,"Mobile Unit","M.U.T.S","191",
,"Ingrid Tafe","2022-09-27T10:30:00.000","Bronx",,"Williamsbridge Oval Park","Active Reader",,"--None--","--None--","16",
,,"2022-09-27T15:00:00.000","Staten Island",,"Greenbelt Recreation Center","Sports: Flag Football",,"Sport","Flag Football","15",
,,"2022-09-27T15:40:00.000","Queens",,"Astoria Heights Playground",,,"--None--","--None--",,
,,"2022-09-27T18:13:00.000","Manhattan",,"Seward Park","KIM: Seward Park",,"--None--","--None--","350",
,"Ingrid Tafe","2022-09-28T10:30:00.000","Bronx",,"Williamsbridge Oval Park","Family Fitness",,"--None--","--None--","15",
,"Bronx Recreation","2022-09-28T13:00:00.000","Bronx",,"Kwame Ture Recreation Center","Zumba with GiGi",,"Fitness","Dance","0",
,,"2022-09-28T15:00:00.000","Staten Island",,"Greenbelt Recreation Center","Sports: Flag Football",,"Sport","Flag Football","16",
,,"2022-09-28T15:00:00.000","Bronx",,"Poe Park Visitor Center","Recycled Bottle Painting",,"Arts/Culture","Awards","3",
,,"2022-09-28T18:13:00.000","Manhattan",,"Seward Park","KIM: Seward Park",,"--None--","--None--","280",
,"Bronx Recreation","2022-09-29T10:00:00.000","Bronx",,"Bronx Borough Office - Ranaqua","Zumba with GiGi",,"Fitness","Dance","3",
,,"2022-09-29T15:00:00.000","Staten Island",,"Greenbelt Recreation Center","Sports: Flag Football",,"Sport","Flag Football","14",
,,"2022-09-29T18:13:00.000","Manhattan",,"Seward Park","KIM: Seward Park",,"--None--","--None--","300",
,,"2022-09-29T20:00:00.000","Manhattan",,"Eugene McCabe Field","Movies Under The Stars: Judas and the Black Messiah",,"Mobile Unit","M.U.T.S","10",
,,"2022-09-30T18:13:00.000","Manhattan",,"Seward Park","KIM: Seward Park",,"--None--","--None--","250",
,,"2022-09-30T18:30:00.000","Bronx",,"Sunset Park","Movies Under the Stars: The Green Ghost and the Masters of the Stone",,"Mobile Unit","M.U.T.S","56",
,"Councilmember Sandra Ung","2022-09-30T19:00:00.000","Queens",,"Kissena Park","Movies Under The Stars: Encanto",,"Mobile Unit","M.U.T.S","110",
,,"2022-09-30T19:30:00.000","Brooklyn",,"Sunset Park","Movies Under the Stars: Green Ghost and the Masters of the Stone",,"Mobile Unit","M.U.T.S","57",
,,"2022-09-30T20:00:00.000","Manhattan",,"Sara D. Roosevelt Park","Movies Under The Stars: Spider-Man: No Way Home",,"Mobile Unit","M.U.T.S","149",
,,"2022-09-30T20:00:00.000","Manhattan",,"Highbridge Recreation Center","Movies Under the Stars: Encanto",,"Mobile Unit","M.U.T.S","75",
,"CM Borelli","2022-09-30T20:00:00.000","Staten Island",,"Conference House Park","Movies Under the Stars: Hocus Pocus",,"Mobile Unit","M.U.T.S","247",
,,"2022-10-01T12:00:00.000","Bronx",,"St. James Park","Bronx Fit Fest",,"Fitness","Various Sports","0",
,"Ana Torres","2022-10-01T12:00:00.000","Bronx",,"Williamsbridge Oval Recreation Center","Saturday family art",,"Arts/Culture","Lecture/Panel/Talk","1",
,,"2022-10-01T16:00:00.000","Brooklyn",,"St. John's Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","95",
,,"2022-10-01T19:00:00.000","Queens",,"Archie Spigner Park","Movies Under The Stars: Soul",,"Mobile Unit","M.U.T.S","0",
,,"2022-10-01T19:00:00.000","Bronx",,"Prospect Playground","Movies Under the Stars: Monster House",,"Mobile Unit","M.U.T.S","0",
,,"2022-10-01T19:30:00.000","Staten Island",,"Silver Lake Park","Movies Under the Stars: Remember the Titans",,"Mobile Unit","M.U.T.S","0",
,,"2022-10-01T20:00:00.000","Manhattan",,"Alexander Hamilton Playground","Movies Under the Stars: Minions: The Rise of Gru",,"Mobile Unit","M.U.T.S",,
,,"2022-10-02T18:30:00.000","Brooklyn",,"Carroll Park","Movies Under the Stars: Fantastic Beasts: The Secrets of Dumbledore",,"Mobile Unit","M.U.T.S","0",
,"Ana Torres","2022-10-04T11:30:00.000","Bronx",,"Williamsbridge Oval Park","School program",,"Arts/Culture","Awards","10",
,,"2022-10-04T15:00:00.000","Staten Island",,"Greenbelt Recreation Center","Sports: Flag Football",,"Sport","Flag Football","0",
,,"2022-10-04T19:00:00.000","Queens",,"Broad Channel Park","Movies Under The Stars: Hotel Transylvania",,"Mobile Unit","M.U.T.S","0",
,"Brigitte Lozada","2022-10-05T12:00:00.000","Bronx",,"Williamsbridge Oval Park","Aspire to inspire",,"--None--","--None--","5",
,,"2022-10-05T15:00:00.000","Staten Island",,"Greenbelt Recreation Center","Sports: Flag Football",,"Sport","Flag Football","10",
,"Pamela Coleman","2022-10-05T18:30:00.000","Bronx",,"Williamsbridge Oval Park","Learn Basic Quilting",,"Arts/Culture","Lecture/Panel/Talk","0",
,"Bronx Recreation","2022-10-06T11:30:00.000","Bronx",,"Bronx Borough Office - Ranaqua","Zumba with GiGi",,"Fitness","Dance","13",
,"Bronx Recreation","2022-10-06T14:44:00.000","Bronx",,"Williamsbridge Oval Recreation Center","Zumba with GiGi",,"Fitness","Dance","6",
,,"2022-10-06T15:00:00.000","Staten Island",,"Greenbelt Recreation Center","Sports: Flag Football",,"Sport","Flag Football","8",
,,"2022-10-06T18:00:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","6",
,"Pamela Coleman","2022-10-06T18:30:00.000","Bronx",,"Williamsbridge Oval Park","Line Dancing",,"Fitness","Dance","0",
,,"2022-10-06T20:00:00.000","Manhattan",,"Mathews-Palmer Playground","Movies Under the Stars: Singin' in the Rain",,"Mobile Unit","M.U.T.S","45",
,,"2022-10-07T12:00:00.000","Manhattan",,"Highbridge Recreation Center","Silent Disco at Highbridge",,"Arts/Culture","Dance","24",
,,"2022-10-07T16:00:00.000","Bronx",,"Williamsbridge Oval Recreation Center","Patchwork Quilting",,"Arts/Culture","Lecture/Panel/Talk","0",
,,"2022-10-07T18:00:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","12",
,,"2022-10-07T18:30:00.000","Brooklyn",,"Marine Park","Movies Under the Stars: Jurassic World: Dominion",,"Mobile Unit","M.U.T.S","21",
,,"2022-10-07T19:00:00.000","Bronx",,"St. Mary's Park","Movies Under the Stars: Boo! Madea Halloween",,"Mobile Unit","M.U.T.S","35",
,"NYPD 106th - Brenda Reddick","2022-10-07T19:00:00.000","Queens",,"Frederick B. Judge Playground","Movies Under The Stars: Shang-Chi",,"Mobile Unit","M.U.T.S","13",
,,"2022-10-07T19:30:00.000","Manhattan",,"Thomas Jefferson Park","Movies Under the Stars: The Bad Guys",,"Mobile Unit","M.U.T.S","30",
,,"2022-10-07T19:30:00.000","Staten Island",,"Arrochar Playground","Movies Under the Stars: Minions Rise of Gru",,"Mobile Unit","M.U.T.S","76",
,,"2022-10-07T19:30:00.000","Manhattan",,"Highbridge Recreation Center","Movies Under the Stars: Nacho Libre",,"Mobile Unit","M.U.T.S","19",
,,"2022-10-08T10:21:00.000","Manhattan",,"Chelsea Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","12",
,,"2022-10-08T14:00:00.000","Manhattan",,"Chelsea Recreation Center","Breast Cancer Awareness: Fit and Fabulous in Pink",,"Fitness","--None--","43",
,,"2022-10-08T16:00:00.000","Manhattan",,"Highbridge Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","13",
,,"2022-10-08T16:00:00.000","Brooklyn",,"St. John's Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","110",
,,"2022-10-08T16:00:00.000","Brooklyn",,"Brownsville Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","14",
,,"2022-10-08T16:00:00.000","Manhattan",,"Alfred E. Smith Recreation Center","Saturday Night Lights at Al Smith",,"Saturday Night Lights","--None--","16",
,,"2022-10-08T16:00:00.000","Brooklyn",,"McCarren Play Center","Saturday Night Lights",,"Saturday Night Lights","--None--","34",
,,"2022-10-08T16:00:00.000","Bronx",,"Kwame Ture Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","53",
,,"2022-10-08T16:00:00.000","Manhattan",,"Hansborough Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","38",
,,"2022-10-08T16:00:00.000","Staten Island",,"Faber Park Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","20",
,,"2022-10-08T16:00:00.000","Queens",,"Al Oerter  Recreation Center","Saturday Night Lights - Al Oerter",,"Saturday Night Lights","--None--","193",
,,"2022-10-08T16:00:00.000","Bronx",,"Hunts Point Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","15",
,,"2022-10-08T16:00:00.000","Queens",,"Sorrentino Recreation Center","Saturday Night Lights Sorrentino",,"Saturday Night Lights","--None--","57",
,,"2022-10-08T16:00:00.000","Queens",,"Roy Wilkins Recreation Center","Saturday Night Lights (Roy Wiklins)",,"Saturday Night Lights","--None--","10",
,,"2022-10-08T16:00:00.000","Staten Island",,"Lyons Recreation Center","Saturday Night Lights",,"Saturday Night Lights","--None--","3",
,,"2022-10-08T16:29:00.000","Staten Island",,"Seaside Wildlife Nature Park","Movies Under the Stars: The Addams Family",,"Mobile Unit","M.U.T.S","56",
,,"2022-10-08T18:30:00.000","Brooklyn",,"Maria Hernandez Park","Movies Under the Stars: Minions: The Rise of Gru",,"Mobile Unit","M.U.T.S","93",
,"Northwest Bayside Civic, APRM, Justin Argo","2022-10-08T19:00:00.000","Queens",,"Bayside Fields","Movies Under The Stars: Addams Family 2",,"Mobile Unit","M.U.T.S","40",
,,"2022-10-08T19:30:00.000","Manhattan",,"Carl Schurz Park","Movies Under The Stars: The Mitchells vs. The Machines",,"Mobile Unit","M.U.T.S","100",
,,"2022-10-09T18:30:00.000","Bronx",,"McGolrick Park","Movies Under the Stars: Cinderella(2021)",,"Mobile Unit","M.U.T.S","119",
,,"2022-10-09T18:30:00.000","Queens",,"Torsney Playground","Movies Under The Stars: The Iron Giant",,"Mobile Unit","M.U.T.S","70",
,"Ingrid Tafe","2022-10-11T10:30:00.000","Bronx",,"Williamsbridge Oval Park","Active Reader",,"Academics/Out of School Time","Lecture/Panel/Talk","8",
,,"2022-10-11T15:00:00.000","Staten Island",,"Greenbelt Recreation Center","Flag Football",,"Sport","Flag Football","13",
,,"2022-10-11T18:00:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","17",
,,"2022-10-11T18:00:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","16",
,"Bronx Recreation","2022-10-12T10:00:00.000","Bronx",,"Williamsbridge Oval Recreation Center","Zumba with GiGi",,"Fitness","Dance","10",
,"Ingrid Tafe","2022-10-12T10:30:00.000","Bronx",,"Williamsbridge Oval Park","Family Fitness",,"Fitness","Various Sports","13",
,,"2022-10-12T15:00:00.000","Staten Island",,"Greenbelt Recreation Center","Flag Football",,"Sport","Flag Football","22",
,"Ana Torres","2022-10-12T16:00:00.000","Bronx",,"Williamsbridge Oval Recreation Center","Getting Artsy",,"Arts/Culture","Lecture/Panel/Talk","11",
,,"2022-10-12T18:00:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","14",
,"Ana Torres","2022-10-13T11:00:00.000","Bronx",,"Williamsbridge Oval Recreation Center","Meditation Art",,"Arts/Culture","Lecture/Panel/Talk","2",
,,"2022-10-13T12:55:00.000","Bronx",,"Bronx Borough Office - Ranaqua","Step It Up Stomp It Out ""A Campaign Against Bullying""",,"Arts/Culture","Music","100",
,,"2022-10-13T18:00:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","12",
,,"2022-10-14T15:00:00.000","Bronx",,"Bronx Borough Office - Ranaqua","Boats Across The Seas",,"Arts/Culture","AC&F","100",
,,"2022-10-14T18:00:00.000","Manhattan",,"Alfred E. Smith Recreation Center","Breast Cancer Awareness Event",,"Sport","Basketball","70",
,,"2022-10-14T18:00:00.000","Bronx",,"Kwame Ture Recreation Center","afterschool Drop in",,"Academics/Out of School Time","Various Sports","8",
